the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-73.97996931418155 40.76533709485348),Manhattan,Corner name,None,Isaac Stern Place,None,none,0342,2003,1,8,014,19,Honorary,02/18/2003,the southeast corner of the intersection of West 57th Street and 7th Avenue,,No,,No,,,
POINT (-73.81425052886135 40.82718851181854),Bronx,Corner name,None,Dr. Carlo Mannino Place,None,none,0342,2003,1,8,014,22,Honorary,02/18/2003,the southwest corner of the intersection of Schley Avenue and Wilcox Avenue,,No,,No,,,
POINT (-73.98833976573694 40.749253627977666),Manhattan,Bike lane name,None,J.A. Lobbia Bike Lane,None,none,0342,2003,1,8,014,26,Honorary,02/18/2003,the northwest corner bicycle traffic signal at the intersection of 6th Avenue and 33rd Street,,No,,No,,,
POINT (-73.98437864166279 40.687472015597834),Brooklyn,Corner name,None,Khay Cochran Place,None,none,0342,2003,1,8,014,32,Honorary,02/18/2003,the southeast corner of the intersection of State Street and Bond Street,,No,,No,,,
POINT (-73.98225730338342 40.68681256456347),Brooklyn,Corner name,None,Leonard and Harriet Walit Way,None,none,0342,2003,1,8,014,33,Honorary,02/18/2003,the northwest corner of the intersection of State Street and Nevins Street,,No,,No,,,
POINT (-73.92994063411057 40.618871151422745),Brooklyn,Intersection name,None,Bob Stonehill Way,None,none,0289,2006,4,26,013,1,Honorary,05/23/2006,Northwest corner of Avenue N and Schenectady Avenue,,No,,No,,,
POINT (-73.9228324925005 40.63554299401343),Brooklyn,Corner name,East 56th Street,In Memory of Police Officer James Carragher,none,none,0289,2006,4,26,013,2,Honorary,05/23/2006,East 56th Street and Farragut Road,,No,,No,,,
POINT (-74.10743475432228 40.63957687430016),Staten Island,Intersection name,None,Richard A. Carabba Way,Bard Avenue,none,0289,2006,4,26,013,4,Honorary,05/23/2006,Underneath Bard Avenue and the Northeast corner of Walnut Street,,No,,No,,,
POINT (-74.00805105412124 40.61052395248585),Brooklyn,Intersection name,None,Peter Campisi Way,None,none,0289,2006,4,26,013,7,Honorary,05/23/2006,Bay 11th Street and 86th Street,,No,,No,,,
POINT (-74.11801806823024 40.63245622441948),Staten Island,Intersection name,None,Pvt. Joseph M. Merrell Jr. American Legion Post Corner,None,none,0289,2006,4,26,013,8,Honorary,05/23/2006,Underneath the West Street sign at the Southeast corner of Cary Avenue,,No,,No,,,
POINT (-74.14587699029985 40.61046350786536),Staten Island,Intersection name,None,SI Borough President (1977-1984) Anthony R. Gaeta Place,None,none,0289,2006,4,26,013,9,Honorary,05/23/2006,Underneath the Stewart Avenue sign at the Northeast corner of Victory Blvd,,No,,No,,,
POINT (-73.89288992597096 40.773807661266616),Queens,Intersection name,None,Avenue of the Boldest,None,none,0289,2006,4,26,013,11,Honorary,05/23/2006,Corner of 19th Avenue and Hazen Street,,No,,No,,,
POINT (-74.1339609891747 40.63700812085413),Staten Island,Intersection name,None,Carmelo Tirone Way,None,none,0289,2006,4,26,013,12,Honorary,05/23/2006,Port Richmond Avenue at the North side of New Street,,No,,No,,,
POINT (-73.93332855227575 40.758140077841155),Queens,Intersection name,None,Bob Wilson Way,None,none,0289,2006,4,26,013,16,Honorary,05/23/2006,Southeast corner of Crescent Street and 36th Avenue,,No,,No,,,
POINT (-73.98557308943097 40.575149962175395),Brooklyn,Intersection name,None,Brooklyn Wall of Remembrance Way,None,none,0289,2006,4,26,013,20,Honorary,05/23/2006,West 19th Street and the Intersection at Surf Avenue,,No,,No,,,
POINT (-73.91948664528887 40.872139972178076),Manhattan,Intersection name,None,Joseph F. Holland Way,None,none,0289,2006,4,26,013,21,Honorary,05/23/2006,Southeast corner of West 215th Street and Indian Road,,No,,No,,,
POINT (-73.92107769593211 40.869888554652405),Manhattan,Intersection name,None,Tommy Dowd Way,None,none,0289,2006,4,26,013,22,Honorary,05/23/2006,Southwest corner of Isham Street and Seaman Avenue,Error: It's the northwest corner,No,,No,,,
POINT (-73.91883584254131 40.86851965566157),Manhattan,Intersection name,None,Lt. Joseph G. Leavey Way,None,none,0289,2006,4,26,013,23,Honorary,05/23/2006,Southwest corner of West 212th Street and Broadway,,No,,No,,,
POINT (-73.95336677538256 40.61061867139729),Brooklyn,Intersection name,None,Keontay Jeffrey Rosario Corner,None,none,0289,2006,4,26,013,25,Honorary,05/23/2006,Southeast corner of Kings Highway and Ocean Avenue,,No,,No,,,
POINT (-74.01780244149738 40.62936684015063),Brooklyn,Intersection name,None,Josephine Diana Boulevard,None,none,0289,2006,4,26,013,26,Honorary,05/23/2006,7th Avenue and 72nd Street,,Yes,7/11/2006,No,,,
POINT (-73.85369683928594 40.68197461806553),Queens,Intersection name,None,Lutheran Place,None,none,0289,2006,4,26,013,31,Honorary,05/23/2006,Southwest corner of 86th Street South of 101st Avenue,,No,,No,,,
POINT (-73.86173256755738 40.86567877758751),Bronx,Intersection name,None,FF Vincent Priciotta Way,Northwest corner of Allerton and Bronxwood Avenues,none,0289,2006,4,26,013,32,Honorary,05/23/2006,The sign pointing south on Bronxwood Avenue,,Yes,12/5/2006,No,,,
POINT (-73.86173256755738 40.86567877758751),Bronx,Intersection name,None,PO John D’ Allara Way,None,none,0289,2006,4,26,013,33,Honorary,05/23/2006,The sign pointing west on Allerton Avenue,,Yes,12/5/2006,No,,,
POINT (-73.82999909323485 40.850280791107366),Bronx,Intersection name,None,Police Officer Daniel Enchautegui Way,None,none,0289,2006,4,26,013,34,Honorary,05/23/2006,Northeast corner of Westchester Avenue and Arnow Place,,Yes,12/5/2006,No,,,
POINT (-73.83052659225288 40.847661764146714),Bronx,Intersection name,None,Dr. Salvatore Paul Squitieri Way,None,none,0289,2006,4,26,013,35,Honorary,05/23/2006,Corner of Buhre Avenue and Jarvis Avenue,,No,,No,,,
POINT (-73.99680000845524 40.6037277459979),Brooklyn,Intersection name,None,Herb Berman Way,None,none,0289,2006,4,26,013,36,Honorary,05/23/2006,Corner of 86th Street and Bay 26th Street,,No,,No,,,
POINT (-74.14202810303189 40.603371838120424),Staten Island,Intersection name,None,Staten Island Special Olympics Coach JoAnn Young Way,None,none,0289,2006,4,26,013,39,Honorary,05/23/2006,Corner of Willowbrook Road and Crafton Avenue,,No,,No,,,
POINT (-74.00156580216392 40.71729902550051),Manhattan,Intersection name,None,Court Officer Mitchel Scott Wallace Corner,Lafayette Street,none,0289,2006,4,26,013,42,Honorary,05/23/2006,Corner of White and Lafayette,,No,,No,,,
POINT (-74.00207771771674 40.71673089549576),Manhattan,Intersection name,None,Captain William Thompson Corner,Lafayette Street,none,0289,2006,4,26,013,43,Honorary,05/23/2006,Corner of Franklin and Lafayette,,No,,No,,,
POINT (-74.00255806000587 40.716180773180554),Manhattan,Intersection name,None,Court Officer Thomas Jurgens Corner,Lafayette Street,none,0289,2006,4,26,013,44,Honorary,05/23/2006,Corner of Leonard and Lafayette,,No,,No,,,
POINT (-73.976378333081 40.67330104858508),Brooklyn,Intersection name,None,Jackie Connor's Corner,None,none,0289,2006,4,26,013,46,Honorary,05/23/2006,Northwest corner of 7th Avenue and Carroll Street,,No,,No,,,
POINT (-74.18356192374785 40.61022505748416),Staten Island,Intersection name,None,Richard Addeo Way,None,none,0289,2006,4,26,013,49,Honorary,05/23/2006,Corner of Edward Curry Avenue and Gulf Avenue,,No,,No,,,
POINT (-74.09524676552324 40.58892992894664),Staten Island,Intersection name,None,"Diego ""Dickie"" Palemine Corner",None,none,0289,2006,4,26,013,50,Honorary,05/23/2006,Corner of Hancock Street and Garretson Avenue,,No,,No,,,
POINT (-73.86884490662348 40.73983530049158),Queens,Intersection name,None,Florry Burrell Way,None,none,0457,2006,10,25,050,3,Honorary,12/05/2006,Southeast corner of 52nd Avenue at 94th Street,,No,,No,,,
POINT (-74.12786534151245 40.63121471104739),Staten Island,Intersection name,None,Alzheimer's Foundation Way,None,none,0457,2006,10,25,050,4,Honorary,12/05/2006,Post Avenue at the northeast corner of Driprock Street,,No,,No,,,
POINT (-74.14772681472711 40.631238701200964),Staten Island,Intersection name,None,Pvt. Leon J. Stasiak Way,None,none,0457,2006,10,25,050,6,Honorary,12/05/2006,Pulaski Avenue at the southeast corner of Walker Street,,No,,No,,,
POINT (-73.83580970117093 40.87597246933554),Bronx,Intersection name,None,Dean Christopher DeSimone Way,None,none,0457,2006,10,25,050,8,Honorary,12/05/2006,222nd Gibbon Avenue and Baychester Avenue,,No,,No,,,
POINT (-73.83385780788069 40.87602158000131),Bronx,Intersection name,None,Gloria Wise Way,None,none,0457,2006,10,25,050,9,Honorary,12/05/2006,Donizetti Loop at the corner of Baychester Avenue,,No,,No,,,
POINT (-74.11267500369145 40.63746145036897),Staten Island,Intersection name,None,Jose (Joey) Manuel Pellot Way,None,none,0457,2006,10,25,050,10,Honorary,12/05/2006,Underneath the Bement Avenue sign at the Southeast Corner of Henderson Avenue,,No,,No,,,
POINT (-73.8410210732338 40.78788368276277),Queens,Intersection name,None,Thomas J. Shubert Avenue 9-11-01,None,none,0457,2006,10,25,050,11,Honorary,12/05/2006,Intersection of 127th Street and 11th Avenue,,No,,No,,,
POINT (-74.12439980116025 40.62296749649483),Staten Island,Intersection name,None,Assemblywoman 1973 -2000 Hon. Elizabeth A. Connelly Way,None,none,0457,2006,10,25,050,13,Honorary,12/05/2006,Underneath the Benedict Avenue sign at the Southeast Corner of Manor Road,,No,,No,,,
POINT (-74.1235758594278 40.62097506440839),Staten Island,Intersection name,None,Vietnam Veterans Plaza,None,none,0457,2006,10,25,050,14,Honorary,12/05/2006,Underneath the Martling Avenue sign at the Southeast Corner of Manor Road,,No,,No,,,
POINT (-74.09928453091963 40.64013283231747),Staten Island,Intersection name,None,Brother Kevin McDonnell Way,None,none,0457,2006,10,25,050,16,Honorary,12/05/2006,Underneath the Henderson Avenue and Tysen Street signs on the South side of Tysen Street,,No,,No,,,
POINT (-73.89042763953506 40.87048705349471),Bronx,Intersection name,None,Luke Nee 9-11-01,None,none,0457,2006,10,25,050,18,Honorary,12/05/2006,On the Corner of Minerva Place and Grand Concourse,,No,,No,,,
POINT (-74.02499530053035 40.61554247315811),Brooklyn,Intersection name,None,Dr. Pasquale M. Lapalorcia Corner,None,none,0457,2006,10,25,050,19,Honorary,12/05/2006,On the Southwest Corner of 92nd Street and Battery Avenue,,No,,No,,,
POINT (-73.91759120480067 40.76990087041208),Queens,Intersection name,None,Cav. Vincent Iannece Corner,None,none,0457,2006,10,25,050,22,Honorary,12/05/2006,32nd Street and Astoria Blvd.,,No,,No,,,
POINT (-73.92444794883669 40.86521760279241),Manhattan,Intersection name,None,Firefighter Thomas C. Brick Way,None,none,0457,2006,10,25,050,26,Honorary,12/05/2006,On the Southwest Corner of Academy Street and Vermilyea Avenues,,No,,No,,,
POINT (-73.92146564361013 40.86129311605301),Manhattan,Intersection name,None,Elouise Carrington Whitehurst Place,None,none,0457,2006,10,25,050,27,Honorary,12/05/2006,On the Southwest Corner of West 202nd Street and 10th Avenue,,No,,No,,,
POINT (-74.08587511875717 40.59589012095557),Staten Island,Intersection name,None,Paula Frassinetti Way,None,none,0457,2006,10,25,050,32,Honorary,12/05/2006,On the Corner of Dawson Place and Hylan Boulevard,,No,,No,,,
POINT (-74.16456317847984 40.61613097261141),Staten Island,Intersection name,None,Karl Feldman Way,None,none,0457,2006,10,25,050,33,Honorary,12/05/2006,On the Corner of Longdale Street and Lamberts Lane,,No,,No,,,
POINT (-74.09954097060762 40.57295945967664),Staten Island,Intersection name,None,"Manuel ""Manny"" Dosdantos Corner",None,none,0457,2006,10,25,050,34,Honorary,12/05/2006,On the Corner of Mason Avenue and Greeley Avenue,,No,,No,,,
POINT (-74.17923844493528 40.5571149156102),Staten Island,Intersection name,None,Linda Luzzicone Avenue,None,none,0457,2006,10,25,050,38,Honorary,12/05/2006,On the Corner of Alexander Avenue at Ibsen Avenue,,No,,No,,,
POINT (-74.15728703606099 40.553463879395146),Staten Island,Intersection name,None,Joseph Baragozza Avenue,None,none,0457,2006,10,25,050,39,Honorary,12/05/2006,Abingdon Avenue at the Northeast Corner of Augusta Avenue,,No,,No,,,
POINT (-74.15483446871642 40.53965673640858),Staten Island,Intersection name,None,James (Jimmy) Carsten Road,None,none,0457,2006,10,25,050,42,Honorary,12/05/2006,On the Corner of Beach Road and Hillcrest Street,,No,,No,,,
POINT (-74.20233797820188 40.55591021434436),Staten Island,Intersection name,None,Leonard (Lenny) Ingrassia III Place,None,none,0457,2006,10,25,050,43,Honorary,12/05/2006,On the Corner of Cody Place and Arthur Kill Road,,No,,No,,,
POINT (-74.13648353653994 40.56524513730933),Staten Island,Intersection name,None,Nicholas Alessi Avenue,None,none,0457,2006,10,25,050,44,Honorary,12/05/2006,On the Corner of Corona Avenue and Boyce Avenue,,No,,No,,,
POINT (-74.1613496168548 40.529373423478006),Staten Island,Intersection name,None,"Nicholas Tortorici, Sergeant, NYPD Shield #4114 Avenue",None,none,0457,2006,10,25,050,45,Honorary,12/05/2006,On the Corner of Arden Avenue and Hylan Boulevard,,No,,No,,,
POINT (-74.1399467545553 40.5710361976212),Staten Island,Intersection name,None,Detective Richard J. DeGaetano Street,Ardsley Street,none,0457,2006,10,25,050,46,Honorary,12/05/2006,At the Corner of McKinley Avenue,,No,,No,,,
POINT (-74.14537992186155 40.541994800944316),Staten Island,Intersection name,None,Christopher Dylan Damiano Avenue,None,none,0457,2006,10,25,050,47,Honorary,12/05/2006,On the Corner of Hartford Street and Nelson Avenue,,No,,No,,,
POINT (-73.91768626968717 40.81608124236225),Bronx,Intersection name,None,Roberto Clemente Plaza,None,none,0457,2006,10,25,050,49,Honorary,12/05/2006,At the intersection of 3rd Avenue at East 149th Street and Melrose Avenue at East 148th Street and Willis Avenue,,No,,No,,,
POINT (-74.15800317469534 40.63149668159443),Staten Island,Corner name,None,Albert Albanese Way,None,none,0457,2006,10,25,050,55,Honorary,12/05/2006,Placed Underneath the Brabant Street Sign at the Northeast Corner of Union Avenue,,No,,No,,,
POINT (-73.94542480365307 40.75064573277145),Queens,Intersection name,None,Mason Tenders' Way,None,none,0457,2006,10,25,050,56,Honorary,12/05/2006,On the Northeast Corner of 21st Street and 43rd Avenue,,No,,No,,,
POINT (-73.86173256755738 40.86567877758751),Bronx,Intersection name,None,FF Vincent Princiotta 9/11 Memorial Way,Northwest corner of Allerton and Bronxwood Avenues,none,0457,2006,10,25,050,57,Honorary,12/05/2006,The sign pointing south on Bronxwood Avenue,,No,,No,,,
POINT (-73.86173256755738 40.86567877758751),Bronx,Intersection name,None,PO John D’ Allara 9/11 Memorial Way,Northwest corner of Allerton and Bronxwood Avenues,none,0457,2006,10,25,050,58,Honorary,12/05/2006,The sign pointing west on Allerton Avenue,,No,,No,,,
POINT (-73.82999909323485 40.850280791107366),Bronx,Intersection name,None,Detective Daniel Enchautegui Way,None,none,0457,2006,10,25,050,59,Honorary,12/05/2006,At the Northeast Corner of Arnow Place and Westchester Avenue,,No,,No,,,
POINT (-74.01982886071453 40.62916817809001),Brooklyn,Intersection name,None,John J. DeMartini Way,None,none,0281,2004,3,10,008,5,Honorary,05/05/2004,the intersection of 74th Street and 6th Avenue,,No,,No,,,
POINT (-74.0094824636782 40.63062764335438),Brooklyn,Corner name,None,Howie Zimmerman Corner,None,none,0281,2004,3,10,008,6,Honorary,05/05/2004,the southwest corner of the intersection of 65th Street and Fort Hamilton Parkway,,No,,No,,,
POINT (-74.027229551641 40.632836064187806),Brooklyn,Intersection name,None,Harry G. English Place,None,none,0281,2004,3,10,008,7,Honorary,05/05/2004,the intersection of 73rd Street and 3rd Avenue,,No,,No,,,
POINT (-74.00609560875382 40.625032909597074),Brooklyn,Intersection name,None,Frederick I. Ergang Way,None,none,0281,2004,3,10,008,8,Honorary,05/05/2004,the intersection of 12th Avenue and Bay Ridge Avenue,,No,,No,,,
POINT (-74.01780244149738 40.62936684015063),Brooklyn,Intersection name,None,Det. Frank P. Collins Avenue,None,none,0281,2004,3,10,008,10,Honorary,05/05/2004,the intersection of 72nd Street and 7th Avenue,,No,,No,,,
POINT (-74.00951152084194 40.61140615276216),Brooklyn,Intersection name,None,"Giuseppe ""Joe"" Papandrea Way",None,none,0281,2004,3,10,008,11,Honorary,05/05/2004,the intersection of 86th Street and 15th Avenue,,No,,No,,,
POINT (-74.00694350134691 40.711900108589845),Manhattan,Corner name,None,Susan B. Anthony and Elizabeth Cady Stanton Corner,None,none,0281,2004,3,10,008,12,Honorary,05/05/2004,the northeast corner of Park Row and Beekman Street,,No,,No,,,
POINT (-74.01396088654181 40.638153267859636),Brooklyn,Intersection name,None,Sisters of St. Joseph Boulevard,None,none,0281,2004,3,10,008,17,Honorary,05/05/2004,the intersection of 60th Street and 6th Avenue,,No,,No,,,
POINT (-73.91346572216797 40.88720661000056),Bronx,Corner name,None,Herb Lieberman Way,None,none,0281,2004,3,10,008,21,Honorary,05/05/2004,the northwest corner of the intersection of West 236th Street and Independence Avenue,,No,,No,,,
POINT (-73.98388229543778 40.71319880391044),Manhattan,Intersection name,None,Ruth Winds Way,None,none,0281,2004,3,10,008,23,Honorary,05/05/2004,the intersection of Madison Street and Gouverneur Street,,No,,No,,,
POINT (-74.11443292687773 40.634707988287),Staten Island,Corner name,None,Monsignor Andrew F. Quinn Way,None,none,0281,2004,3,10,008,26,Honorary,05/05/2004,the southeast corner of the intersection of Castleton Avenue and North Burgher Avenue,,No,,No,,,
